,품목명,품목코드,품종명,품종코드,"상태(상품, 중품)",상태코드,단위,일자(조회일자),조회일자 가격,1일전 일자(조회일자 기준),1일전 가격,1주일전 일자(조회일자 기준),1주일전 가격,2주일전 일자(조회일자 기준),2주일전 가격,1개월전 일자(조회일자 기준),1개월전 가격,1년전 일자(조회일자 기준),1년전 가격,평년일자,평년 가격,날짜
31,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (05/23),,1일전 (05/22),,1주일전 (05/16),,2주일전 (05/09),9596.0,1개월전,9457.0,1년전,,일평년,,2022-05-23
30,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (05/24),,1일전 (05/23),,1주일전 (05/17),,2주일전 (05/10),12720.0,1개월전,13975.0,1년전,,일평년,,2022-05-24
31,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (05/24),,1일전 (05/23),,1주일전 (05/17),,2주일전 (05/10),9462.0,1개월전,9457.0,1년전,,일평년,,2022-05-24
30,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (05/25),,1일전 (05/24),,1주일전 (05/18),,2주일전 (05/11),12750.0,1개월전,13888.0,1년전,,일평년,,2022-05-25
31,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (05/25),,1일전 (05/24),,1주일전 (05/18),,2주일전 (05/11),9663.0,1개월전,9364.0,1년전,,일평년,,2022-05-25
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (11/29),27200.0,1일전 (11/28),,1주일전 (11/22),,2주일전 (11/15),,1개월전,,1년전,29228.0,일평년,28262.0,2022-11-29
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (11/29),22840.0,1일전 (11/28),,1주일전 (11/22),,2주일전 (11/15),,1개월전,,1년전,24628.0,일평년,23178.0,2022-11-29
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (11/30),27120.0,1일전 (11/29),27200.0,1주일전 (11/23),,2주일전 (11/16),,1개월전,,1년전,28724.0,일평년,27785.0,2022-11-30
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (11/30),22720.0,1일전 (11/29),22840.0,1주일전 (11/23),,2주일전 (11/16),,1개월전,,1년전,24124.0,일평년,22768.0,2022-11-30
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/01),28620.0,1일전 (11/30),27120.0,1주일전 (11/24),,2주일전 (11/17),,1개월전,,1년전,28392.0,일평년,27513.0,2022-12-01
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/01),24220.0,1일전 (11/30),22720.0,1주일전 (11/24),,2주일전 (11/17),,1개월전,,1년전,23792.0,일평년,22513.0,2022-12-01
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/02),,1일전 (12/01),28620.0,1주일전 (11/25),,2주일전 (11/18),,1개월전,,1년전,28392.0,일평년,27513.0,2022-12-02
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/02),,1일전 (12/01),24220.0,1주일전 (11/25),,2주일전 (11/18),,1개월전,,1년전,23792.0,일평년,22513.0,2022-12-02
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/05),29960.0,1일전 (12/04),,1주일전 (11/28),,2주일전 (11/21),,1개월전,,1년전,28570.0,일평년,29767.0,2022-12-05
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/05),25360.0,1일전 (12/04),,1주일전 (11/28),,2주일전 (11/21),,1개월전,,1년전,23970.0,일평년,24925.0,2022-12-05
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/06),29240.0,1일전 (12/05),29960.0,1주일전 (11/29),27200.0,2주일전 (11/22),,1개월전,,1년전,28696.0,일평년,29602.0,2022-12-06
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/06),24640.0,1일전 (12/05),25360.0,1주일전 (11/29),22840.0,2주일전 (11/22),,1개월전,,1년전,24096.0,일평년,24782.0,2022-12-06
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/07),29240.0,1일전 (12/06),29240.0,1주일전 (11/30),27120.0,2주일전 (11/23),,1개월전,,1년전,29788.0,일평년,29766.0,2022-12-07
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/07),24640.0,1일전 (12/06),24640.0,1주일전 (11/30),22720.0,2주일전 (11/23),,1개월전,,1년전,25188.0,일평년,24944.0,2022-12-07
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/08),30800.0,1일전 (12/07),29240.0,1주일전 (12/01),28620.0,2주일전 (11/24),,1개월전,,1년전,30960.0,일평년,29981.0,2022-12-08
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/08),26200.0,1일전 (12/07),24640.0,1주일전 (12/01),24220.0,2주일전 (11/24),,1개월전,,1년전,26360.0,일평년,25153.0,2022-12-08
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/09),33440.0,1일전 (12/08),30800.0,1주일전 (12/02),,2주일전 (11/25),,1개월전,,1년전,31808.0,일평년,30123.0,2022-12-09
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/09),28840.0,1일전 (12/08),26200.0,1주일전 (12/02),,2주일전 (11/25),,1개월전,,1년전,27208.0,일평년,25289.0,2022-12-09
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/10),,1일전 (12/09),33440.0,1주일전 (12/03),,2주일전 (11/26),,1개월전,,1년전,31808.0,일평년,30123.0,2022-12-10
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/10),,1일전 (12/09),28840.0,1주일전 (12/03),,2주일전 (11/26),,1개월전,,1년전,27208.0,일평년,25289.0,2022-12-10
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/12),34480.0,1일전 (12/11),,1주일전 (12/05),29960.0,2주일전 (11/28),,1개월전,,1년전,33620.0,일평년,30344.0,2022-12-12
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/12),29880.0,1일전 (12/11),,1주일전 (12/05),25360.0,2주일전 (11/28),,1개월전,,1년전,28970.0,일평년,25475.0,2022-12-12
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/13),33040.0,1일전 (12/12),34480.0,1주일전 (12/06),29240.0,2주일전 (11/29),27200.0,1개월전,,1년전,33532.0,일평년,29969.0,2022-12-13
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/13),28640.0,1일전 (12/12),29880.0,1주일전 (12/06),24640.0,2주일전 (11/29),22840.0,1개월전,,1년전,28852.0,일평년,25253.0,2022-12-13
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/14),32720.0,1일전 (12/13),33040.0,1주일전 (12/07),29240.0,2주일전 (11/30),27120.0,1개월전,,1년전,33460.0,일평년,29873.0,2022-12-14
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/14),28320.0,1일전 (12/13),28640.0,1주일전 (12/07),24640.0,2주일전 (11/30),22720.0,1개월전,,1년전,28740.0,일평년,25090.0,2022-12-14
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/15),32720.0,1일전 (12/14),32720.0,1주일전 (12/08),30800.0,2주일전 (12/01),28620.0,1개월전,,1년전,33308.0,일평년,29651.0,2022-12-15
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/15),28320.0,1일전 (12/14),28320.0,1주일전 (12/08),26200.0,2주일전 (12/01),24220.0,1개월전,,1년전,28548.0,일평년,24843.0,2022-12-15
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/16),32520.0,1일전 (12/15),32720.0,1주일전 (12/09),33440.0,2주일전 (12/02),,1개월전,,1년전,33396.0,일평년,29456.0,2022-12-16
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/16),28120.0,1일전 (12/15),28320.0,1주일전 (12/09),28840.0,2주일전 (12/02),,1개월전,,1년전,28596.0,일평년,24623.0,2022-12-16
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/17),,1일전 (12/16),32520.0,1주일전 (12/10),,2주일전 (12/03),,1개월전,,1년전,33396.0,일평년,29456.0,2022-12-17
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/17),,1일전 (12/16),28120.0,1주일전 (12/10),,2주일전 (12/03),,1개월전,,1년전,28596.0,일평년,24623.0,2022-12-17
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/19),31860.0,1일전 (12/18),,1주일전 (12/12),34480.0,2주일전 (12/05),29960.0,1개월전,,1년전,34160.0,일평년,28893.0,2022-12-19
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/19),27460.0,1일전 (12/18),,1주일전 (12/12),29880.0,2주일전 (12/05),25360.0,1개월전,,1년전,29360.0,일평년,24471.0,2022-12-19
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/20),31680.0,1일전 (12/19),31860.0,1주일전 (12/13),33040.0,2주일전 (12/06),29240.0,1개월전,,1년전,35248.0,일평년,29008.0,2022-12-20
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/20),27280.0,1일전 (12/19),27460.0,1주일전 (12/13),28640.0,2주일전 (12/06),24640.0,1개월전,,1년전,30448.0,일평년,24619.0,2022-12-20
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/21),32960.0,1일전 (12/20),31680.0,1주일전 (12/14),32720.0,2주일전 (12/07),29240.0,1개월전,,1년전,37160.0,일평년,28981.0,2022-12-21
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/21),28560.0,1일전 (12/20),27280.0,1주일전 (12/14),28320.0,2주일전 (12/07),24640.0,1개월전,,1년전,32360.0,일평년,24612.0,2022-12-21
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/22),35180.0,1일전 (12/21),32960.0,1주일전 (12/15),32720.0,2주일전 (12/08),30800.0,1개월전,,1년전,39200.0,일평년,29284.0,2022-12-22
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/22),30780.0,1일전 (12/21),28560.0,1주일전 (12/15),28320.0,2주일전 (12/08),26200.0,1개월전,,1년전,34400.0,일평년,24923.0,2022-12-22
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/23),36380.0,1일전 (12/22),35180.0,1주일전 (12/16),32520.0,2주일전 (12/09),33440.0,1개월전,,1년전,41812.0,일평년,29846.0,2022-12-23
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/23),31580.0,1일전 (12/22),30780.0,1주일전 (12/16),28120.0,2주일전 (12/09),28840.0,1개월전,,1년전,37012.0,일평년,25424.0,2022-12-23
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/24),,1일전 (12/23),36380.0,1주일전 (12/17),,2주일전 (12/10),,1개월전,,1년전,41812.0,일평년,29846.0,2022-12-24
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/24),,1일전 (12/23),31580.0,1주일전 (12/17),,2주일전 (12/10),,1개월전,,1년전,37012.0,일평년,25424.0,2022-12-24
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/26),34540.0,1일전 (12/25),,1주일전 (12/19),31860.0,2주일전 (12/12),34480.0,1개월전,,1년전,44095.0,일평년,30243.0,2022-12-26
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/26),29740.0,1일전 (12/25),,1주일전 (12/19),27460.0,2주일전 (12/12),29880.0,1개월전,,1년전,39295.0,일평년,25660.0,2022-12-26
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/27),33400.0,1일전 (12/26),34540.0,1주일전 (12/20),31680.0,2주일전 (12/13),33040.0,1개월전,,1년전,43676.0,일평년,30374.0,2022-12-27
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/27),28600.0,1일전 (12/26),29740.0,1주일전 (12/20),27280.0,2주일전 (12/13),28640.0,1개월전,,1년전,38876.0,일평년,25757.0,2022-12-27
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/28),34000.0,1일전 (12/27),33400.0,1주일전 (12/21),32960.0,2주일전 (12/14),32720.0,1개월전,,1년전,43416.0,일평년,30387.0,2022-12-28
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/28),29200.0,1일전 (12/27),28600.0,1주일전 (12/21),28560.0,2주일전 (12/14),28320.0,1개월전,,1년전,38616.0,일평년,25755.0,2022-12-28
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/29),34440.0,1일전 (12/28),34000.0,1주일전 (12/22),35180.0,2주일전 (12/15),32720.0,1개월전,,1년전,43108.0,일평년,30143.0,2022-12-29
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/29),29640.0,1일전 (12/28),29200.0,1주일전 (12/22),30780.0,2주일전 (12/15),28320.0,1개월전,,1년전,38308.0,일평년,25509.0,2022-12-29
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/30),34920.0,1일전 (12/29),34440.0,1주일전 (12/23),36380.0,2주일전 (12/16),32520.0,1개월전,,1년전,42820.0,일평년,29733.0,2022-12-30
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/30),30120.0,1일전 (12/29),29640.0,1주일전 (12/23),31580.0,2주일전 (12/16),28120.0,1개월전,,1년전,38020.0,일평년,25072.0,2022-12-30
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (12/31),,1일전 (12/30),34920.0,1주일전 (12/24),,2주일전 (12/17),,1개월전,,1년전,42820.0,일평년,29733.0,2022-12-31
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (12/31),,1일전 (12/30),30120.0,1주일전 (12/24),,2주일전 (12/17),,1개월전,,1년전,38020.0,일평년,25072.0,2022-12-31
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/02),34920.0,1일전 (01/01),,1주일전 (12/26),34540.0,2주일전 (12/19),31860.0,1개월전,28735.0,1년전,43650.0,일평년,29639.0,2023-01-02
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/02),30120.0,1일전 (01/01),,1주일전 (12/26),29740.0,2주일전 (12/19),27460.0,1개월전,24235.0,1년전,38850.0,일평년,25011.0,2023-01-02
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/03),34340.0,1일전 (01/02),34920.0,1주일전 (12/27),33400.0,2주일전 (12/20),31680.0,1개월전,28735.0,1년전,43320.0,일평년,29621.0,2023-01-03
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/03),29940.0,1일전 (01/02),30120.0,1주일전 (12/27),28600.0,2주일전 (12/20),27280.0,1개월전,24235.0,1년전,38520.0,일평년,24971.0,2023-01-03
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/04),33480.0,1일전 (01/03),34340.0,1주일전 (12/28),34000.0,2주일전 (12/21),32960.0,1개월전,28735.0,1년전,42720.0,일평년,29124.0,2023-01-04
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/04),29080.0,1일전 (01/03),29940.0,1주일전 (12/28),29200.0,2주일전 (12/21),28560.0,1개월전,24235.0,1년전,37920.0,일평년,24461.0,2023-01-04
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/05),30560.0,1일전 (01/04),33480.0,1주일전 (12/29),34440.0,2주일전 (12/22),35180.0,1개월전,28836.0,1년전,42100.0,일평년,28905.0,2023-01-05
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/05),26160.0,1일전 (01/04),29080.0,1주일전 (12/29),29640.0,2주일전 (12/22),30780.0,1개월전,24316.0,1년전,37300.0,일평년,24252.0,2023-01-05
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/06),29740.0,1일전 (01/05),30560.0,1주일전 (12/30),34920.0,2주일전 (12/23),36380.0,1개월전,29572.0,1년전,40552.0,일평년,28395.0,2023-01-06
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/06),25340.0,1일전 (01/05),26160.0,1주일전 (12/30),30120.0,2주일전 (12/23),31580.0,1개월전,25012.0,1년전,35752.0,일평년,23759.0,2023-01-06
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/07),,1일전 (01/06),29740.0,1주일전 (12/31),,2주일전 (12/24),,1개월전,29572.0,1년전,40552.0,일평년,28395.0,2023-01-07
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/07),,1일전 (01/06),25340.0,1주일전 (12/31),,2주일전 (12/24),,1개월전,25012.0,1년전,35752.0,일평년,23759.0,2023-01-07
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/09),29500.0,1일전 (01/08),,1주일전 (01/02),34920.0,2주일전 (12/26),34540.0,1개월전,32200.0,1년전,38190.0,일평년,27975.0,2023-01-09
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/09),25100.0,1일전 (01/08),,1주일전 (01/02),30120.0,2주일전 (12/26),29740.0,1개월전,27640.0,1년전,33390.0,일평년,23358.0,2023-01-09
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/10),28180.0,1일전 (01/09),29500.0,1주일전 (01/03),34340.0,2주일전 (12/27),33400.0,1개월전,32940.0,1년전,38372.0,일평년,27925.0,2023-01-10
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/10),23220.0,1일전 (01/09),25100.0,1주일전 (01/03),29940.0,2주일전 (12/27),28600.0,1개월전,28390.0,1년전,33572.0,일평년,23286.0,2023-01-10
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/11),27380.0,1일전 (01/10),28180.0,1주일전 (01/04),33480.0,2주일전 (12/28),34000.0,1개월전,32940.0,1년전,38492.0,일평년,28008.0,2023-01-11
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/11),22420.0,1일전 (01/10),23220.0,1주일전 (01/04),29080.0,2주일전 (12/28),29200.0,1개월전,28390.0,1년전,33692.0,일평년,23319.0,2023-01-11
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/12),28580.0,1일전 (01/11),27380.0,1주일전 (01/05),30560.0,2주일전 (12/29),34440.0,1개월전,32896.0,1년전,38592.0,일평년,28181.0,2023-01-12
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/12),23100.0,1일전 (01/11),22420.0,1주일전 (01/05),26160.0,2주일전 (12/29),29640.0,1개월전,28376.0,1년전,33792.0,일평년,23448.0,2023-01-12
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/13),29020.0,1일전 (01/12),28580.0,1주일전 (01/06),29740.0,2주일전 (12/30),34920.0,1개월전,33280.0,1년전,38532.0,일평년,28346.0,2023-01-13
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/13),24140.0,1일전 (01/12),23100.0,1주일전 (01/06),25340.0,2주일전 (12/30),30120.0,1개월전,28800.0,1년전,33732.0,일평년,23568.0,2023-01-13
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/14),,1일전 (01/13),29020.0,1주일전 (01/07),,2주일전 (12/31),,1개월전,33280.0,1년전,38532.0,일평년,28346.0,2023-01-14
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/14),,1일전 (01/13),24140.0,1주일전 (01/07),,2주일전 (12/31),,1개월전,28800.0,1년전,33732.0,일평년,23568.0,2023-01-14
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/16),28160.0,1일전 (01/15),,1주일전 (01/09),29500.0,2주일전 (01/02),34920.0,1개월전,32300.0,1년전,38230.0,일평년,28772.0,2023-01-16
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/16),23640.0,1일전 (01/15),,1주일전 (01/09),25100.0,2주일전 (01/02),30120.0,1개월전,27900.0,1년전,33430.0,일평년,23922.0,2023-01-16
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/17),28800.0,1일전 (01/16),28160.0,1주일전 (01/10),28180.0,2주일전 (01/03),34340.0,1개월전,32195.0,1년전,38076.0,일평년,28875.0,2023-01-17
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/17),24280.0,1일전 (01/16),23640.0,1주일전 (01/10),23220.0,2주일전 (01/03),29940.0,1개월전,27795.0,1년전,33276.0,일평년,24003.0,2023-01-17
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/18),30220.0,1일전 (01/17),28800.0,1주일전 (01/11),27380.0,2주일전 (01/04),33480.0,1개월전,32195.0,1년전,38324.0,일평년,28819.0,2023-01-18
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/18),25700.0,1일전 (01/17),24280.0,1주일전 (01/11),22420.0,2주일전 (01/04),29080.0,1개월전,27795.0,1년전,33484.0,일평년,24000.0,2023-01-18
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/19),32520.0,1일전 (01/18),30220.0,1주일전 (01/12),28580.0,2주일전 (01/05),30560.0,1개월전,32348.0,1년전,38952.0,일평년,28652.0,2023-01-19
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/19),28120.0,1일전 (01/18),25700.0,1주일전 (01/12),23100.0,2주일전 (01/05),26160.0,1개월전,27948.0,1년전,34072.0,일평년,23883.0,2023-01-19
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/20),33340.0,1일전 (01/19),32520.0,1주일전 (01/13),29020.0,2주일전 (01/06),29740.0,1개월전,32840.0,1년전,39408.0,일평년,28518.0,2023-01-20
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/20),28940.0,1일전 (01/19),28120.0,1주일전 (01/13),24140.0,2주일전 (01/06),25340.0,1개월전,28440.0,1년전,34488.0,일평년,23788.0,2023-01-20
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/21),,1일전 (01/20),33340.0,1주일전 (01/14),,2주일전 (01/07),,1개월전,32840.0,1년전,39408.0,일평년,28518.0,2023-01-21
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/21),,1일전 (01/20),28940.0,1주일전 (01/14),,2주일전 (01/07),,1개월전,28440.0,1년전,34488.0,일평년,23788.0,2023-01-21
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/23),,1일전 (01/22),,1주일전 (01/16),28160.0,2주일전 (01/09),29500.0,1개월전,32840.0,1년전,39408.0,일평년,28518.0,2023-01-23
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/23),,1일전 (01/22),,1주일전 (01/16),23640.0,2주일전 (01/09),25100.0,1개월전,28440.0,1년전,34488.0,일평년,23788.0,2023-01-23
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/24),,1일전 (01/23),,1주일전 (01/17),28800.0,2주일전 (01/10),28180.0,1개월전,32840.0,1년전,39408.0,일평년,28518.0,2023-01-24
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/24),,1일전 (01/23),,1주일전 (01/17),24280.0,2주일전 (01/10),23220.0,1개월전,28440.0,1년전,34488.0,일평년,23788.0,2023-01-24
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/25),29440.0,1일전 (01/24),,1주일전 (01/18),30220.0,2주일전 (01/11),27380.0,1개월전,34875.0,1년전,40200.0,일평년,27757.0,2023-01-25
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/25),25040.0,1일전 (01/24),,1주일전 (01/18),25700.0,2주일전 (01/11),22420.0,1개월전,30175.0,1년전,35200.0,일평년,23216.0,2023-01-25
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/26),27120.0,1일전 (01/25),29440.0,1주일전 (01/19),32520.0,2주일전 (01/12),28580.0,1개월전,34700.0,1년전,39920.0,일평년,27639.0,2023-01-26
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/26),22800.0,1일전 (01/25),25040.0,1주일전 (01/19),28120.0,2주일전 (01/12),23100.0,1개월전,29980.0,1년전,34920.0,일평년,23119.0,2023-01-26
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/27),26740.0,1일전 (01/26),27120.0,1주일전 (01/20),33340.0,2주일전 (01/13),29020.0,1개월전,34552.0,1년전,39940.0,일평년,27650.0,2023-01-27
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (01/27),22400.0,1일전 (01/26),22800.0,1주일전 (01/20),28940.0,2주일전 (01/13),24140.0,1개월전,29752.0,1년전,34940.0,일평년,23139.0,2023-01-27
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (01/28),,1일전 (01/27),26740.0,1주일전 (01/21),,2주일전 (01/14),,1개월전,34552.0,1년전,39940.0,일평년,27650.0,2023-01-28
